username,post_text,posted_date,retweets,favorites
Nuulediinhen,"Данх: Булгантуяа гэдэг ОХИНООР тоглочих шиг боллоо гэшшшш… 

Эмээ болох нас нь дээр шааж яваа биз дэээ ддддааа… юу ч мэдэхгүй жоохон юм л гэж хуцахын. 🤬 эгч цаана нь парламентын индер дээр DJ хийчихсэн, жинхэнэ балайг нь авч диско цаашаа юм болооиздээээ https://t.co/ZVyPkZ7nIv",2026-03-11 16:47:46+00:00,0,0
babayag49542182,"Манай мангуу ""царцаа намжил""  данх зааж өгсөн үгсийг хольж сольж ярьж бидний инээд эгдүүг зэрэг хүргэсэн ч гэлээ
Зэвүү дүргүй  зэрэг хөдөлгөдөг жоомк нь яах гэж ямар үг зааж өгснийг бодох хэрэгтэй шүү. Яагаад эби-г мартав? Хүүк-г санав? Энхбаярыг гүтгэв? Г.м олон асуулт үлдээлээ",2026-03-11 16:44:32+00:00,0,0
KharKheree53503,"Данх: Ерөнхийлөгчийн хөл мөлийг үнсэх энүүхэнд ш дээ, өрөөнд нь өрөөлдөөд л мөлхөөд л орно ш дээ https://t.co/dv75wgX4TK",2026-03-11 16:41:12+00:00,0,0
DorjgotovUlzii,@Adiyag04 Андлалын хөшөөгөө барьсан даа дамраа данх хоёрт зориулсан,2026-03-11 16:40:16+00:00,0,0
naaya2013,@Oscaruniform01 @tagtaa_io Тангарагтаа үнэнч байгаарай. Данх шиг ахаасаа урвав!!!0,2026-03-11 23:25:08+00:00,0,0
Bat5599,@KharKheree53503 @chukad2 Данх,2026-03-11 23:14:17+00:00,0,0
Laperleperle,@nnasaa88 @byruad Буриад дандаа Монголыг хорлосон хүмүүсийг дэмдждэг сонин хүн шүү! Танай данх шүүхийн өмнө злгсноо гайгүй https://t.co/Z4J81G3tH2,2026-03-11 22:35:26+00:00,0,0
Laperleperle,@ODELelectronics @Bazuulaa @UKhurelsukh @Zandanshatar Үгүй гэсэн шүү! Очиж очиж Энхбаярыг оролдоно гэнээ? Данх ачигдсаан!👍🏻 https://t.co/Z4J81G3tH2,2026-03-11 22:29:11+00:00,0,0
Misheeleee,@tuul9111 @tseetseg @Unurtsetsegn Ер нь л тэнэг хүн юмаа данх,2026-03-11 22:07:47+00:00,0,0
Sartuulkhan,Данхын үг. Тэд угаасаа нэг нэгнийгээ тэгж вакумжуулдаг. Данх өөрөө ч вакумжсан. https://t.co/Z6esljI1T8,2026-03-11 22:01:14+00:00,0,0
chukad2,@mydagbadam @batsuren_ хахаха. Онигоо данх,2026-03-11 21:13:02+00:00,0,0
Bat5599,@Bazuulaa @Idereebesmart Данх,2026-03-11 20:56:24+00:00,0,0
UTAA2016,@Enkhbayar_bat Голомтоос хэдэн цаас шаачихсан гээд Данх шаачихлаа чамайг. Данхаа чи их гомдоож дээ пяхлу чинь.,2026-03-12 00:29:54+00:00,0,0
BayasaaUB,@huba0318 Данх их таргалжээ. Анд өөрөө ер нь яг хүзүүтэй юу??,2026-03-12 00:28:22+00:00,0,0
KhaliunbatB,@BlgMendee Хулгайлж хулгайлж цадсан юм байх даа хоосон шүгэлддэг данх чинь!,2026-03-12 00:05:01+00:00,0,0
intelligentjrgl,"Тархи нь илжирсэн эргүү данх, нэг ч ном уншаагүй, амундратайгаа таарсан бүгд диплом гэрчилгээ худалдаад авчихсан шдээ. Гудамны хулигаанууд гудамжны хэллэгээрээ л ярина. https://t.co/27u1ODs5OV",2026-03-11 23:57:30+00:00,0,0
jak63226522,@SaruulhanlA @BatbayrBayaraa Бас нэг жижиг данх байна хая цаашаа,2026-03-11 23:43:15+00:00,0,0
intelligentjrgl,"Данх хулгай хийж худлаа ярьж хов базаж л чадна шд, өөр юу ч чадахгүй шд гайхах юу бхав. https://t.co/zl0ncFdZDp",2026-03-11 23:41:30+00:00,0,0
Punsaaa,"Ийглийнхэн чадвартай болоод л дэвшиж байгаа юм Данх минь, чадваргүй бол чам шиг төрхөмдөө буцана ш дээ. Мэргэжлийн ур чадвар, чадвар2 айн😜😜
MCS гэдэг хадны мангаатай байсан бол одоо нөгөө муу Бодийгоо хадны мангаа болгож энтрррр
 түүний тархинд Эби биш Хүүк, MCS биш Бодь https://t.co/WpJzyT21wY",2026-03-11 16:24:23+00:00,0,0
19jsbjv,@XGerlee @amidral77 Данх ч үүний нэр болсондоо гомдож бгаа бхаа,2026-03-11 16:11:34+00:00,0,0
gotovd7,"Авилгын мөнгөнд язартлаа таргалсан #данх чинь телевизийн сандлыг хага сууж😅
LV 900 долларын гутал өмсчээ гэнэ https://t.co/618H9MkQrJ",2026-03-11 16:08:11+00:00,0,0
batr_999,Хаха Данх ч тэнэг нь тэнэг бүр баталгаатай гэхдээ 500 сая дээр бол үнэн шаалаа Сайд одоо шорондоо юуу https://t.co/3GKExTUPiV,2026-03-11 16:04:38+00:00,0,0
munduuleid,"Хүрэлсүх ерөнхийлөгчийн тухай сонсож байсан

Хөл үнсэх нь юу юм, цэрэг хүний тушаал заавар гэсэн mindset бол байдаг юм шиг бган

Данх өөрөө ах дүүгийн нөхөрлөл гэдэг юмаа хаяад Жэнкод очоод наалдсан юм шиг бган, түүнийгээ системийн гажиг гэж тайлбарлах гэж оролдлоо гэж ойлгосон https://t.co/y8Wc5CsyYM",2026-03-12 01:33:46+00:00,0,0
Aldar51,@Gumpaa Данх л ингэсэн гээд зүтгээд л бна,2026-03-12 01:27:34+00:00,0,0
sarahhh41601,Энэ Данх яг оюуны хомсдолтой. 😂 https://t.co/e5C23RJRdS,2026-03-12 01:20:24+00:00,0,0
saikhan6,@Ariunq Шившиг шүүдээ танай данх. Гэдэс гүзээ нүүр царайг нь ядаж нэг харчихдаа. За тэр ярьж бгаа зүйл нь ердөө л галзуу хүний өдрийн тэмлэглэл.,2026-03-12 01:10:36+00:00,0,0
zaluu88,Баярцогт Данхаас 100000% илүү ч! Ямбаа эдлээд Ялаа үүрчихсэн хүн! Цаашид Еөк болох ямар ч боломжгүй! Данх минь худлаа Хадны мангай Тэнд байгаа гэж иргэдийг айлгадаг сүрпүүлдэг чи болон чиний тэнэгүүдийн ПР тэртээх Шоронгийн хулгайчийн нэвтрүүлэгтэй чинь хамт устаж үгүй болсон! https://t.co/0ZjtEV2lwX,2026-03-12 01:09:43+00:00,0,0
chogglog,Танай ДАНХ ҮХЭХДЭЭ ҮХЭР БУУГАА ТАВИНА ГЭГЧЭЭР  УНГАС АЛДАЖ ӨГЧИИНУУ ....ИХ Л АЙДАСТАЙ ГАРЦГҮЙГЭЭ МЭДЭРЦИИИН БИШООО🤣🤣🤣🤮🤮🤮🤮,2026-03-12 01:03:11+00:00,0,0
SumberB,@batengineer Данх өөрөө нэг жишээншдээ,2026-03-12 00:47:17+00:00,0,0
intelligentjrgl,"Үнээн. Би бүх монгол найзаа unfriend хийгээд харьцаагаа тасалсан. Бараг данх жонхуу юму хаашаан. Намг луйвардах нь луйвардаад, муулах нь муулаад зайлцгаасан. https://t.co/gdcDn8O0eP",2026-03-12 00:40:49+00:00,0,0
Makhval,Данх чинь хурал л удирддаг гар байсан гэж шаасан шт https://t.co/sIzmpmilZY,2026-03-11 15:52:39+00:00,0,0
SugarTs3,@Ariunq Сайхан маанаг ац юмаа данх,2026-03-11 15:50:58+00:00,0,0
Sarnai_Sa,"4. Хүрэлсүх дахин улирах талаар анх ярьж байсан нь үнэн. Данх өөрөө санаатай байсан учир эсэргүүцэж байсан.
5. Нөхөр бид 2 өөрсдийгөө овоо тэнхлүүн амьдарч байгаа гэж боддог байсан ч эд нарын хажууд зүгээр л гуйлгачид байж.
6. Зүгээр нохойн баас биднийг удирдаж байж. Мэдэж ч бсн.",2026-03-11 15:50:15+00:00,0,0
EnaJade0003,Данх ийм тэнэг байхад данхыг дэмжээд байшаа хүмүүс ямар гэсэн үг үү. Мөнгө л байхдоо арай ч дээ одоо хүртэл дэмжээд баймааргүй л юм. https://t.co/iOCxOd0Snc,2026-03-11 15:49:50+00:00,0,0
ganga_bayar,Хоосон данх гэж яасан үнэн нэр өгөө вэ гэж л бодож сууна. Ккк https://t.co/2ZwHwckGZj,2026-03-11 15:49:23+00:00,0,0
MKorfball,данх дүүрэн баас уу бас хахаха,2026-03-11 15:49:02+00:00,0,0
Makhval,Данх шүгэлдээл байж байна уу?!,2026-03-11 15:46:38+00:00,0,0
Chimed_Taivan,"Аав хүний хувьд хүүгийнхээ энэ асуудлыг улс төрийн асуудал гэдгийг мэдсээр байжыж би бууж өгч өргөдлөө өгөхгүй гэдгийн… 😝😝🤪🙈🙈 Данх чинь одоо үг өгүүлбэрээ оогт гүйцээдэггүй,4 тусдаа асуудлыг 1 өгүүлбэрт багтаачихдаг бас л ойгүй амьтан юмаа😬🤮🙈🤪",2026-03-11 15:41:54+00:00,1,0
dainbaenkh,Хүүктэй Данх тэдний хэдэн сэтгүүлч гэх авгай нар дайн зарлалаа……,2026-03-12 02:20:15+00:00,1,0
sanjaa89,Энэ дандаа л шаадаг. Дүү нь гээд данх бас шаадаг. Бид хэтэрхий харанхуй байгаа учир эд нар төр барьж байгаа. https://t.co/VRu86cCV3O,2026-03-12 02:17:17+00:00,0,0
zaluu88,АвилГалч Данх! https://t.co/j2FNdkQpAE,2026-03-12 02:13:26+00:00,0,0
BErkhemlen,"Сандал задарталаа таргалсан гахай чинь! 
Сэтгүүлч: Ямар ажил хийж байна ЕС бууснаас хойш?
Данх: Ажил аа? (Амаа ангайгаад нилээн бодов)
Сэтгүүлч: УИХ хууль боловсруулах?,эсвэл амраад байна уу? 
Данх: Ажиглаж байна. Дүгнэлт гаргах нь бас ажил гэж ш...сан! Фаак гэж! https://t.co/fL902nZ4OZ",2026-03-12 01:55:19+00:00,0,0
sarahhh41601,Энэ Данх хулгайчаас мөнгөө яаж олж авах вэ? 😥🥲😰 https://t.co/FnpFUcW6pZ,2026-03-12 01:53:09+00:00,0,0
HataagdsanBold,"@Michkani Оюук та нарыг л хэлсэн байна ш дээ. Өнгөрсөн 30 жил эргэж ирэх гээд байна гэж. Түүнийг Данх гээд үзэхгүй байгаа хүмүүс Баярцогтыг ерөнхийлөгч болгох, Эрдэнэтийн 49%,  МАНАН -г сэргээх гээд улайрч байгаа нь үнэн ш дээ.",2026-03-12 01:52:46+00:00,0,0
HataagdsanBold,"@ChinzillaMon Оюук та арыг л хэлсэн байна ш дээ. Өнгөрсөн 30 жил эргэж ирэх гээд байна гэж. Түүнийг Данх гээд үзэхгүй байгаа хүмүүс Баярцогтыг ерөнхийлөгч болгох, Эрдэнэтийн 49%,  МАНАН -г сэргээх гээд улайрч байгаа нь үнэн ш дээ.",2026-03-12 01:50:53+00:00,0,0
amarsanaab44356,@erxembtr Вьетнам троллууд л бн..энэ данх хоосон данх..,2026-03-12 01:48:08+00:00,0,0
Punsaaa,"Данх 3-р курсийн геотехникийн инженерээр суралцаж байгаа оюутан хүүхдээс дор сэтгэж байгаам даа🙄🙄🙄
Өчигдөр Данхын ярилцлагыг үзээд сууж байхад манай охин өрөөнөөс өрөөний хооронд явахдаа нэг өгүүлбэр хэлсэн нь миний оройруу ороод ""Эх нь шийр алаг бол унага нь шийр алаг"" гэж",2026-03-12 01:46:08+00:00,0,0
tsogootvi1,Яг данх шигээ т1 https://t.co/MUg5XUmt99,2026-03-11 15:26:50+00:00,0,0
MnhBat5,@Uyanga_ts Данх л хэлсэн болохоос Хүүкт нахих бодол байгаа нь үнэнд ойр.,2026-03-11 15:24:55+00:00,0,0
babayag49542182,Угаасаа тэр тагжгартай нүүр нүүрээ харах гэж л тонгойдог бсан бхоо. Данх л буруугаар ойлгочихсон бх https://t.co/tPk8bYDmmz,2026-03-12 02:55:21+00:00,0,0
babayag49542182,@bztuujuu Угаасаа тэр тагжгартай нүүр нүүрээ харах гэж л тонгойдог бсан бхоо. Данх л буруугаар ойлгочихсон бх,2026-03-12 02:54:56+00:00,0,0
TumurbaatarMN,"... баярцогтыг еөк болгохоор тохирсон, сайханбалаг ярилцлага өгч замыг нь цэвэрлэж... алтанхуяг, тэмүүжин ... хэн ч бсан нэр дэвших эрхийг нь шүүхээр хаана ...

#данх

#лхагвын_тойм",2026-03-12 02:49:32+00:00,0,0
Sati76536162,Ай мөн амаргүй бэрх м*лг** данх шүү🤨 https://t.co/JmZtNokIt6,2026-03-12 02:45:31+00:00,0,0
mesoerdene,"@bilguunin Данх бсда  этик, мораль 2 оо ч ялгахгүй адгийн т1, ярьж бгаа, үгийн сонголт нтр бол хог 🤮",2026-03-12 02:39:35+00:00,0,0
sarahhh41601,Энэ Нянгийн учруулах хор хохирол юун Данх боллоо шүү. Ганцхан муу Хатан Туулаа бохирдуулж аваад үнс шороондоо улам зууралдаад амьдармар болох нь дээ Улаанбаатарчууд аа.  Туулыг байхгүй болгож аваад Нүүе л гэсэн санаа юмаа даа. https://t.co/cGa4LZjBmN,2026-03-12 02:33:43+00:00,0,0
GanbatTs1026,@SaruulhanX Данх Зандка хоёрын он жилүүд дэ!,2026-03-12 02:29:20+00:00,0,0
TumurbaatarMN,"... жэкогүй хүүк, хүүкгүй жэнко байхгүй #гэнээ :)

#данх https://t.co/EcRVXF8aZH",2026-03-12 02:23:22+00:00,0,0
o_purevdorj123,"Данх&amp;Женкок

Траст&amp; Алтантариа https://t.co/Tpifm50Lq5",2026-03-12 02:23:10+00:00,0,0
MunkhzorigTulga,"@Enkhbayar_bat Заа наа чинь яахав. Нөгөө авилгачдын хөрөнгө хураах юу болов? Танай намын, танай засгийн газар дүүрэг урилгаар хулгайчууд. Данх ынхаа асуудлыг шийдээчээ.",2026-03-12 02:21:03+00:00,0,0
HovSistem31027,Данх төр сандайлж2 зайлж явахлаа үлдээсэн Монгол Улс https://t.co/6cxv3tNWTA,2026-03-12 03:31:45+00:00,0,0
iimgai,"Хоосон данх 2-р анги нь Занданшатар
Хоосон данх 3-р анги нь Учрал юм уу
яалт ч үгүй ийм хагас тархитай, юу ч хийж мэдэх хүмүүс МАН-д их эрэлт хэрэгцээтэй, ашиглалт өндөр байхын тэ",2026-03-12 03:31:36+00:00,1,0
Punsaaa,"За #Данх хөөрхөн сайхан, мэдлэгтэй, чадвартай, ухаантай, зоригтой, шулуун шударга, авилга авдаггүй, өөртөө давуу байдал үүсгэдэггүй, тансагладаггүй, төсвийн мөнгөөр гараа угаадаггүй, алсын хараатай, шуналгүй, эрх мэдэлд дургүй, сэтгэлтэй зүтгэлтэй, ил тод, нээлттэй, хээ шаагүй,",2026-03-12 03:27:12+00:00,1,0
tsenguulujin,Энэ золбин Данх яаж ард түмэн гэж үг хэлж чадаж байна. Энэ шалны алчуур Монгол улсыг самарч Жонхууруулж үгүй хийсэн хог шаар Праламент Обектив субектив гэдэг үг хүнээр заалгаж сайн цээжилчихжээ...Хов хэрүүл хуйвалдаан үймээн самуун муу муухай бузар булай бүхнээр дүүрсэн новш https://t.co/RgyyJN9utQ,2026-03-12 03:25:31+00:00,0,0
Enkhbol61013708,@Ariunq Данх худалч хха,2026-03-12 03:21:40+00:00,0,0
bayar0976,Урд шөнө 1 данх шүгэлдсэн юм уу даа янз нь 😆,2026-03-12 03:01:46+00:00,0,0
altankhuyag10,@ErdenetuulG @BolorBataa Данх яааг чам шиг гаруудад зориулсан галзуу хүний өдрийн тэмдэглэл шиг юм аа л чалчиж байна!,2026-03-11 15:17:15+00:00,0,0
NoyoNNaya,Энэ данх чинь найгүй худалч юм бна Сү.Батболдын үед Чалкотой гэрээ хийж урьдчилгаа мөнгө авч иргэдэд тараасан асуудлыг 2015 онд АН хийсэн гэж ичихчгүй худлаа ярьж байх юм. 2012-2016 онд АН тэр МАНы хийсэн гэрээний нүүрсийг зөөсөөр бгаад л таарсан ядаж бхад үнэ шаланд бсан үе шүү!,2026-03-11 15:13:44+00:00,0,0
Punsaaa,"MCS-г MMC-г гээд донгосоод байхын… 😁
Данх: Ухаа худаг чинь ер нь бол Харбины гэрээ гэж аажийна🤣🤣🤣 Сайхан гөлөг төөрүүлж бна даа🙄 https://t.co/aHWgWI0tjA",2026-03-11 15:08:59+00:00,0,0
Baatar_Amgalann,@XGerlee Данх лугаа хүн удирдаж,2026-03-11 15:07:36+00:00,0,0
baterdene911,@grok Данх хэддн онд улаанбаатарт орж ирсэн гэж ярьдаг билээ https://t.co/vhX0jpbV67,2026-03-11 15:04:26+00:00,0,0
trademn,Хүн нэвтрүүлгээр өөрийгөө цэвэрлэдэг болохоос өөр дээрээ ингэж баахан гай дууддаг хүн байдаг аа? Малан данх https://t.co/sMnvbGu27Z,2026-03-12 04:26:13+00:00,0,0
DelgerbayarCh,"Хаврын улс төржилтийн сэдвийг данх тавьчихлаа.
Данх 2 өөр нүдтэй юм уу. Би хараагүй, гэхдээ тэгж харж байна гэх юм🤣. Аль нүдээрээ хараад аль нүдээрээ хардаггүй юм бол🤪🤣. Тэр учир битүүлэг харж байсан зүйлийг нь тойрч мэтгэлцэж бөөн чулуу хөөж гүйх нь дээ цөмөөрөө🤣🤦🏻‍♂️",2026-03-12 04:20:51+00:00,1,0
Akchaab,"Миеэг дарга байхад биеэ ороогоод могой шиг орж ирдэг, буудчих уу жанжаан гдг шиг л нөхөр нь өөрөө бсан бздэ, Миеэгээс хамгийн их дэмжлэг авсан хүн нь бас данх өөрөө https://t.co/lydacDmTJw",2026-03-12 04:00:28+00:00,0,0
eldevbalai,"Хоржоон: Парламентийг Данх хамгаалж байна.
Онигоо: Парламентийг Данх хамгаалж байна.",2026-03-12 03:55:51+00:00,0,0
saturn_an_1001,Өчигдөр орой ветнам засварууд бүгд хаалгаа барьцан байсан чинь данх лхагвын тоймоор орсын байшдэ,2026-03-12 03:51:49+00:00,0,0
davaadorjpeljee,Тэгэлгүй яахав их өр бдг бх бас данх Баатар 2ынхоо хүчинд Энхжинтэйгээ Синга яваад сайхан амарч бгаад ирсэн хүн чинь ингэхгүй бол болохгүйшдэ https://t.co/oQd3YA1Q0g,2026-03-12 03:43:29+00:00,1,0
IG_3333,@Ariunq эргүүтэж мангартахад Данх та 2-т 5 мин хангалттай байхад бүтэн 4 цаг тэнэгтсэн юму,2026-03-12 03:37:23+00:00,0,0
orgilsodov,Данх Дамар 2 муудцан бна тэ,2026-03-12 05:15:22+00:00,0,0
unsteadywind19,"@mk_jsq Данх өөрөө М .Энхболдын дагаад гүйсэн,  хутгалсан , дараа нь У.Хүрэлсүхийн чухам дүү !
Ерөнхий  сайд болсон 🤔",2026-03-12 05:11:24+00:00,0,0
nnnanaAk,@Ariunq Гэхдээл хоосон данх,2026-03-12 05:07:52+00:00,0,0
Akchaab,"Данх, цөөнхүүддээ угаадас болгож тараасан тэр олон бэтүүд хяналтын менежрүүд, дэд сайдууд, хэрэгцээгүй олон яамд газар хэлтэс нэгжүүд мөн Баярмаа гишүүн үг хэлсэн чинь Баярцогтоо гэж дуудаж доромжилсон эдр нь тгд Данх парламентын ардчлалаа хамгаалж бсн нь юмуу, естой шааныз",2026-03-12 04:55:38+00:00,0,0
building_hi,"@Enkhbayar_bat Хахах таны нэр хүнд удахгүй энэ данх гээд бдаг хүнтэй адилхан болох вий.. Юу ч хийхгүй камер, сошиалын цаанаас л худлаа орилдог хүн болоо шивдээ...",2026-03-12 04:49:30+00:00,0,0
bbaatar1010,@ErdenetuulG Үгүй тэгээд данх ямар ялгаа байна хүрэлсүхийг долоож ЁС болж байсан хүн өнөөдөр МАНЖ н бүлэглэлийн эрх ашигийг монголын улсын эрх ашигаар халхавчилаад хүкрүүгээ дайрч байнашд эвэр нь ургаж дээ,2026-03-12 04:42:13+00:00,0,0
gana_nomad,"Данх ч хүмүүсийн итгэлийг алдаагүй юм шив дээ. Ямаршуухан ярилцлага болохыг нь урьдчилж хэлээд байсан, тэрүүгээр нь л болсон юм шиг байна. Данхыгаа ч андахаа байж дээ.",2026-03-12 04:39:20+00:00,0,0
bbaatar1010,@ochkood Энэ чинь л данх шүү дээ өөрөө бүх хулгайг хийнэ хийсэн хулгайгаа бусад руу чихэнэ тэрийг нь троллууд нь сэвнэ зүгээр л живж буй хүн өвс шүүрдэг шиг л үйлдэл,2026-03-12 04:32:35+00:00,0,0
KharKheree53503,"Хөтлагч: За түр завсарлая
Данх: Тэгье, тэгье
🤪🤪 https://t.co/CmMy3aaDos",2026-03-11 14:37:07+00:00,0,0
123mglo,@TULGA_ Та нарт муу мэдээ дуулгая. Данх чинь Эби эби гэхээ больж. Та нар одоо яана аа,2026-03-11 14:34:13+00:00,0,0
tulgaa25,Данх гэнэт нээх ардчилал хамгаалагч  ардчилалд хайртай ярьдаг болцон ч байх шиг хха,2026-03-11 14:32:45+00:00,0,0
123mglo,"@ariunbayarbb Данх хамгаалаагүй л дээ.. Мань хүн парламентийг ЕС удирддаг блгах гэж, Хүүк Еөк удирддаг блгах гэж л үзсэн.",2026-03-12 06:06:57+00:00,0,0
Chonochin1,Нохой чинь байн байн хуцаад байвал өөр хүн хооллож байгаа гэсэн үг. #данх,2026-03-12 06:06:52+00:00,0,0
MunkhOr72493854,"@oyukaaa14 @KharKheree53503 Цалингаараа амьдраад бренд авч болдог гэсэн санааг л илэрхийлсэн юм, данх гэж хэнийг ч хэлээд байгаа юм логиктой гар минь хүний бичсэнийг логиктой ойлгоод уншчихгүй 😁😁😁",2026-03-12 05:59:58+00:00,0,0
saikhan6,@Uuganaad @Ariunq Энэ тэнэг данх хаа холддог юм үсрээд л шорон шаана штэ.,2026-03-12 05:56:48+00:00,0,0
XapXaaH,@ariunbayarbb наадах чинь яг хамгаалж харагдаач хаха данх шүү дээ хахаха,2026-03-12 05:55:50+00:00,0,0
o_purevdorj123,Данх ярилцлага өгсөн шалтгаан цухалзаж эхлэж байна даа https://t.co/fvA0RRr6YJ,2026-03-12 05:31:48+00:00,0,0
OyunchimegAyur,"@ganzorigv Гараад ирэхээр нь бас ч гэж харсан шүү. 
Даанч нэг хоосон хонгио данх байсан л даа. 
Одоо бол юу ярих нь, тэр ярьсан нь ямар гээч  утга агуулгагүй, учир шалтгааны уялдаа, авцалдаагүй, хашиж байсан албан тушаалын түвшинд нь харьцуулашгүй дорой байх нь мэдээж,  үнэхээр игзаар",2026-03-12 05:28:34+00:00,0,0
lozo888,"Энэ үнэхээр байгалийн мулгуу хүн юм. Гэхдээ Данх бол МАН-ын ч, Хүүк-н ч толинд буусан дүр шүү. 
Бас хирээ мэдэхгүй сүрдүүлэх нь...😂🤣 https://t.co/z4UNek4QTF",2026-03-12 05:26:08+00:00,0,0
EgshiglenA33897,Мэдэхгүй ээ юу ч ойлгохгүй байна 🙄 хүүхнүүд хов жив ярьж байгаа юм шиг л сонсогдоод байна оо #данх,2026-03-11 14:19:00+00:00,0,0
NyamochirP72354,"Хүүк дээ их л гомдож Данх, Топор Данхыг няц цохисон юм аа даа https://t.co/m81ZD173UI",2026-03-11 14:01:58+00:00,0,0
ulzii_jargal,Энэ эмэгтэй данх бас яагаад гараад ирэв https://t.co/8ihRwB2W4a,2026-03-11 14:00:41+00:00,0,0
AyushDashdavaa,"өөрөө огт хувьцаагүй,  Данх хиро хувьцаа бгаа гэж ярьсан. 
Баримт энэ тэр бдаггүй л дураараа мэдэгдэл хийгээд бх юм  энэ хүмүүс.
Худлаа олон нийтэд мэдэгдэл гаргах нь шийтгэлгүй бдаг юм бхдаа?
Их хурлын гишүүн худлаа ярих эрхтэй улс. https://t.co/RiM6dTURAT",2026-03-12 06:58:53+00:00,0,0
123mglo,@gorkibel Та нар данхаа долоох уу жонхуугаа долоох уу гэдгээ сонгохгүй бол данх танай жонхууг нэлээн олон хатгаад авна лээ шүү https://t.co/N40JSBInNb,2026-03-12 06:56:30+00:00,0,0
oyun95545933,"Төрийн ажил хэцүү2. Данх,тэнэг мангараар нь дуудаж бга хүмүүс дотор ААН удирдаад явсан хүн ч цөөн бөйж мэднэ.Миний хувьд харин хамгийн удаан тогтвортой бөгөөд их мөнгөтэй Засаг толгойлж ажилласан гэхэд дэндүү чамлалттай л байгаам. Бусды нь ч одоо нүдээр харсан биш мэдэхгүйм.",2026-03-12 06:43:11+00:00,0,0
Oscaruniform01,@bo_ulzii Данх яриандаа. 😂,2026-03-12 06:36:14+00:00,0,0
DorjgotovUlzii,@Bishreltei Ккк үргэлжлүүлж хийсэн биддээ сонгуулиар пиар хийж байсан санагдах юм эсвэл 24 оны 6 сараас өмнөх нь өөр данх байсан юм болов уу төмөр замын холболтоос өөр 3 нь юу бил ээ,2026-03-12 06:34:18+00:00,0,0
2Sandui,"Данх гараад ирсэн чинь сугнууд нь дагаад гаргаж эхлэх нь үү, хоёр хувийн татвараа ч ойлгоогүй байж. https://t.co/vLEnO470zb",2026-03-12 06:18:29+00:00,1,0
naraanyamhuu,"Та нар харилцан гүтгэх тойрог үүсгэж тоглоод... Одоо л биенээ мэдэцгээж бгаамуу лаларуудаа? Хэн нэгнийг байнгын хардагч, бусдад буруугаа чихэгч Данх пиздаг бид мэднэ, 5 жилд ярих бүртээ зохиосон үлгэрээр нь. @OyunerdeneMN @Enkhbayar_bat https://t.co/6IsRQLX4j5",2026-03-12 08:15:47+00:00,0,0
DorjgotovUlzii,@Tsomuushka үнэн дээ дүнхүү гар шүү макро эз-ийн бодлого инплант ажилгүйдэл төсвийн бодлого гм улс орны хамгийн чухал сэдвийн талаар юу ч ярьсангүй угаасаа мэдэхгүй ойлгохгүй данхын тарьсан балагын занданшатар үүрч байгаа нүүрс 300 доллар хүрэхэд данх ямар ч хамаагүй харин тэр үеийг ашиглах,2026-03-12 07:55:04+00:00,0,0
Surlenhuu1,"Данх дамар гэж орилдог үхээрийн муу шээснүүд ёстой таг бх чинь 

Үхэж бхдаа таарсан муу ялгадасууд",2026-03-12 07:50:43+00:00,0,0
AyushDashdavaa,"17 жилийн төсвийг 4 жилд ганцаараа үрсэн Данх.
1 ч станцгүй, 1 ч ажилгүй, мөнгө үрсэн GoMongolia гэх инээдтэй барьцгүй "" ажилтай"" сайд. https://t.co/ZIyxtZso40",2026-03-12 07:17:08+00:00,0,0
Erka2013a,@grok @Byamba555 Энэ юун постер вэ? Данх Оюуктай холбоотой юу? https://t.co/ARzcTTE8R8,2026-03-11 14:00:05+00:00,0,0
maruujinchin,Данх лалар улс төрчийн ёс зүйн хэм хэмжээн талаар огт мэдлэггүй хулгайч бсан бдг шаасан. Яаж ийм лалраас улсыг тэр олон жил удирдуулсан юм бол доо. Үнэхээр мал лалар юмаа.,2026-03-11 13:59:11+00:00,0,0
o_purevdorj123,Тэгэхээр чинь данх $$$$$ - мурчихвал яахын 😜 https://t.co/D8O6lMpIeD,2026-03-11 13:55:07+00:00,0,0
iimgai,Хоч гээ айхтар байгаам шүү. Хоосон Данх гээд хочлоод л байсан үнэхээр хов хоосон данх байжээ,2026-03-11 13:49:42+00:00,0,0
NoyoNNaya,Данх банди юу гэнэ? гадуур ажилтай яваад байна,2026-03-11 13:49:23+00:00,0,0
BErkhemlen,@Enebish_ Нэмэлтээр тайлбар хэлж байгаад баярлалаа. Үгүй бол шууд ойлгогдохгүй ярьдаг данх яг л мөндөө.,2026-03-11 13:48:46+00:00,0,0
2Sandui,@khadaa_n Данх тэгээд бна гэх юм,2026-03-11 13:44:49+00:00,0,0
Naransaran4,Данх гдг суб хандлагаа түр хаяаад зүгээр сонсоочдээ. Яг юу яриад бн? Чиний дургүй хүрээд бга юмыг чинь үнэхээр илэрхийлж бн уу гээд сонсооч. Мэдрэлтэй ддаанууд юмаа. Кккк https://t.co/XJS66r4wTh,2026-03-11 13:41:56+00:00,0,0
